Question,Answer,Tags
4.7.7,B,gateit-2005  computer-networks  congestion-control  normal
4.8.1,C,gatecse-2010  computer-networks  routing  distance-vector-routing  normal
4.8.2,B,gatecse-2010  computer-networks  routing  distance-vector-routing  normal
4.8.3,A,gatecse-2011  computer-networks  routing  distance-vector-routing  normal
4.8.4,C,gatecse-2011  computer-networks  routing  distance-vector-routing  normal
4.8.5,B;C,gatecse-2021-set2  multiple-selects  computer-networks  distance-vector-routing  2-marks
4.8.6,0.5,gatecse-2022  numerical-answers  computer-networks  routing  distance-vector-routing  2-marks
4.8.7,B,gateit-2005  computer-networks  routing  distance-vector-routing  normal
4.8.8,A,gateit-2007  computer-networks  distance-vector-routing  normal
4.9.1,3 : 4,gate1992  computer-networks  error-detection  normal  fill-in-the-blanks
4.9.2,N/A,gate1994  computer-networks  error-detection  hamming-code  normal  descriptive
4.9.3,A,
4.9.4,C,gatecse-2009  computer-networks  error-detection  normal
4.9.5,A,gatecse-2017-set2  computer-networks  error-detection
4.9.6,A,gatecse-2021-set1  computer-networks  hamming-code  2-marks  error-detection
4.9.7,A,gateit-2005  computer-networks  error-detection  probability  normal
4.9.8,B,gateit-2007  computer-networks  error-detection  normal
4.9.9,C,gateit-2008  computer-networks  normal  error-detection
4.9.10,N/A,gate1989  descriptive  computer-networks  error-detection
4.10.1,B,gatecse-2004  computer-networks  ethernet  probability  normal
4.10.2,B,
4.10.3,D,gatecse-2016-set2  computer-networks  ethernet  normal
4.10.4,C,gatecse-2022  computer-networks  ethernet  1-mark
4.10.5,B,gatecse2024-set2  computer-networks  multiple-selects  ethernet
4.10.6,500,gatecse2024-set2  numerical-answers  computer-networks  ethernet
4.10.7,C,gateit-2006  computer-networks  normal  ethernet
4.11.1,D,gatecse-2003  computer-networks  ip-addressing  normal
4.11.2,D,gatecse-2004  computer-networks  ip-addressing  tcp  normal
4.11.3,B,gatecse-2004  computer-networks  ip-addressing  tcp  normal
4.11.4,C,gatecse-2012  computer-networks  ip-addressing  easy
4.11.5,C,gatecse-2013  computer-networks  ip-addressing  normal
4.11.6,256,gatecse-2014-set3  computer-networks  ip-addressing  numerical-answers  normal
4.11.7,9,gatecse-2017-set2  computer-networks  ip-addressing  numerical-answers
4.11.8,144,gatecse-2018  computer-networks  ip-addressing  numerical-answers  2-marks
4.11.9,C;D,gatecse-2023  computer-networks  ip-addressing  multiple-selects  2-marks
4.11.10,A,gatecse2024-set2  computer-networks  ip-addressing
4.12.1,C,gatecse-2006  computer-networks  ip-addressing  ip-packet  easy
4.12.2,D,gatecse-2010  computer-networks  ip-packet  easy
4.12.3,D,gatecse-2014-set3  computer-networks  ip-packet  normal
4.12.4,A,gatecse-2014-set3  computer-networks  ip-packet  normal
4.12.5,B,gatecse-2015-set1  computer-networks  ip-packet  easy
4.12.6,C,gatecse-2015-set2  computer-networks  ip-packet  normal
4.12.7,13,gatecse-2016-set1  computer-networks  ip-packet  normal  numerical-answers
4.12.8,A;C,gatecse2024-set1  multiple-selects  computer-networks  ip-packet
4.12.9,B;C,gatecse2024-set2  computer-networks  multiple-selects  ip-packet
4.12.10,C;D,gatecse2024-set2  computer-networks  multiple-selects  ip-packet
4.12.11,D,gateit-2004  computer-networks  ip-packet  normal
4.13.1,D,gatecse-2003  computer-networks  lan-technologies  normal
4.13.2,A,gatecse-2007  computer-networks  lan-technologies  probability  normal
4.13.3,26,gatecse-2014-set2  computer-networks  numerical-answers  lan-technologies  ethernet  normal
4.13.4,3,gatecse-2019  numerical-answers  computer-networks  lan-technologies  2-marks
4.13.5,D,gateit-2004  computer-networks  lan-technologies  ethernet  normal
4.13.6,D,gateit-2005  computer-networks  lan-technologies  normal
4.13.7,B,gateit-2006  computer-networks  lan-technologies  ethernet  normal
4.14.1,D,gatecse-2005  computer-networks  mac-protocol  ethernet
4.14.2,12,gatecse-2015-set2  computer-networks  mac-protocol  stop-and-wait  normal  numerical-answers
4.14.3,130 : 140,gatecse-2021-set2  computer-networks  mac-protocol  pure-aloha  numerical-answers  2-marks
4.14.4,B,gateit-2004  computer-networks  congestion-control  mac-protocol  normal
4.14.5,C,gateit-2005  computer-networks  mac-protocol  normal
4.15.1,N/A,
4.15.2,D,gatecse-2017-set2  computer-networks  network-flow
4.15.3,C,gateit-2004  computer-networks  network-flow  normal
4.15.4,A,gateit-2006  computer-networks  network-flow  normal
4.16.1,D,gatecse-2003  computer-networks  network-layering  easy
4.16.2,A,gatecse-2004  computer-networks  network-layering  normal
4.16.3,B,gatecse-2007  computer-networks  network-layering  network-protocols  easy
4.16.4,C,gatecse-2013  computer-networks  network-layering  normal
4.16.5,B,gatecse-2014-set3  computer-networks  network-layering  easy
4.16.6,C,gatecse-2018  computer-networks  network-layering  normal  1-mark
4.17.1,D,gatecse-2005  computer-networks  normal  network-protocols
4.17.2,C,gatecse-2007  computer-networks  network-protocols  application-layer-protocols  easy
4.17.3,A,gatecse-2015-set1  computer-networks  network-protocols  normal
4.17.4,C,gatecse-2016-set1  computer-networks  network-protocols  normal
4.17.5,C,gatecse-2019  computer-networks  network-protocols  2-marks
4.17.6,50 : 52,gatecse-2021-set1  computer-networks  network-protocols  sliding-window  numerical-answers  2-marks
4.17.7,C,gatecse-2021-set1  computer-networks  network-protocols  1-mark
4.17.8,C,gatecse2024-set1  computer-networks  network-protocols
4.17.9,D,gateit-2007  computer-networks  network-protocols  normal
4.17.10,B,gateit-2008  computer-networks  network-protocols  normal
4.18.1,D,gatecse-2005  computer-networks  network-switching  normal
4.18.2,D,gatecse-2014-set2  computer-networks  network-switching  normal
4.18.3,1575,gatecse-2015-set3  computer-networks  normal  numerical-answers  network-switching
4.18.4,B,gateit-2004  computer-networks  network-switching  normal
4.19.1,B,gatecse-2005  computer-networks  routing  normal
4.19.2,D,gatecse-2014-set1  computer-networks  routing  normal
4.19.3,A,gatecse-2014-set2  computer-networks  routing  normal
4.19.4,1,gatecse-2014-set3  computer-networks  routing  normal  numerical-answers
4.19.5,C,gatecse-2017-set2  computer-networks  routing
4.19.6,D,gatecse-2020  computer-networks  routing  1-mark
4.19.7,A;C,gatecse-2023  computer-networks  routing  multiple-selects  1-mark
4.19.8,B,gatecse2024-set1  computer-networks  routing
4.19.9,40,gatecse2024-set1  numerical-answers  computer-networks  routing
4.19.10,C,gateit-2005  computer-networks  routing  normal
4.19.11,A,gateit-2005  computer-networks  routing  normal
4.19.12,C,
4.19.13,D,gateit-2008  computer-networks  routing  normal
4.20.1,B,gatecse-2003  computer-networks  sliding-window  normal
4.20.2,B,gatecse-2005  computer-networks  sliding-window  easy
4.20.3,B,gatecse-2006  computer-networks  sliding-window  normal
4.20.4,C,gatecse-2006  computer-networks  sliding-window  normal
4.20.5,C,gatecse-2007  computer-networks  sliding-window  normal
4.20.6,D,gatecse-2009  computer-networks  sliding-window  normal  isro2016
4.20.7,C,gatecse-2009  computer-networks  sliding-window  normal
4.20.8,5,gatecse-2014-set1  computer-networks  sliding-window  numerical-answers  normal
4.20.9,8,gatecse-2015-set3  computer-networks  sliding-window  normal  numerical-answers
4.20.10,4,gatecse-2016-set2  computer-networks  sliding-window  normal  numerical-answers
4.20.11,C,gateit-2004  computer-networks  sliding-window  normal
4.20.12,B,gateit-2004  computer-networks  sliding-window  normal
4.20.13,B,gateit-2004  computer-networks  sliding-window  normal
4.20.14,A,gateit-2006  computer-networks  sliding-window  normal
4.20.15,A,gateit-2008  computer-networks  sliding-window  normal
4.21.1,D,gatecse-2008  normal  computer-networks  sockets
4.21.2,C,gatecse-2008  computer-networks  sockets  normal
4.21.3,C,gatecse-2014-set2  computer-networks  sockets  easy
4.21.4,B,gatecse-2015-set2  computer-networks  sockets  easy
4.22.1,320,gatecse-2015-set1  computer-networks  stop-and-wait  normal  numerical-answers
4.22.2,2500,gatecse-2016-set1  computer-networks  stop-and-wait  normal  numerical-answers
4.22.3,86.5 : 89.5,gatecse-2017-set1  computer-networks  stop-and-wait  numerical-answers  normal
4.22.4,B,gatecse-2023  computer-networks  stop-and-wait  1-mark
4.22.5,D,gateit-2005  computer-networks  stop-and-wait  normal
4.22.6,B,gateit-2006  computer-networks  sliding-window  stop-and-wait  normal
4.23.1,D,gatecse-2003  computer-networks  subnetting  normal  isro2009
4.23.2,A,gatecse-2004  computer-networks  subnetting  normal
4.23.3,D,gatecse-2005  computer-networks  subnetting  normal
4.23.4,C,gatecse-2006  computer-networks  subnetting  normal
4.23.5,C,gatecse-2007  computer-networks  subnetting  easy  isro2016
4.23.6,C,gatecse-2008  computer-networks  subnetting  easy
4.23.7,D,gatecse-2010  computer-networks  subnetting  easy
4.23.8,A,gatecse-2012  computer-networks  subnetting  normal  isrodec2017
4.23.9,A,gatecse-2015-set2  computer-networks  subnetting  easy
4.23.10,158,gatecse-2015-set3  computer-networks  subnetting  normal  numerical-answers
4.23.11,C,gatecse-2019  computer-networks  subnetting  2-marks
4.23.12,B,gatecse-2020  computer-networks  subnetting  2-marks
4.23.13,B;D,gatecse-2022  computer-networks  subnetting  multiple-selects  2-marks
4.23.14,3,gatecse-2023  computer-networks  subnetting  numerical-answers  2-marks
4.23.15,C,gateit-2004  computer-networks  subnetting  normal
4.23.16,D,gateit-2005  computer-networks  subnetting  normal
4.23.17,C,gateit-2006  computer-networks  subnetting  normal  isro2015
4.23.18,D,gateit-2006  computer-networks  subnetting  normal
4.23.19,C,gateit-2008  computer-networks  subnetting  normal
4.23.20,B,gateit-2008  computer-networks  subnetting  normal
4.24.1,A,gatecse-2009  computer-networks  tcp  difficult  ambiguous
4.24.2,C,gatecse-2012  computer-networks  tcp  easy
4.24.3,B,gatecse-2015-set1  computer-networks  tcp  normal
4.24.4,C,
4.24.5,A,gatecse-2015-set3  computer-networks  tcp  normal
4.24.6,C,gatecse-2016-set2  computer-networks  normal  tcp
4.24.7,D,gatecse-2017-set1  computer-networks  tcp
4.24.8,34 : 35,gatecse-2018  computer-networks  tcp  normal  numerical-answers  1-mark
4.24.9,44,gatecse-2020  numerical-answers  computer-networks  tcp  2-marks
4.24.10,A;B;C,gatecse-2021-set1  multiple-selects  computer-networks  tcp  2-marks
4.24.11,A;C,gatecse-2021-set1  computer-networks  tcp  2-marks  multiple-selects
4.24.12,C,gatecse-2021-set2  computer-networks  tcp  1-mark
4.24.13,33,gatecse-2022  numerical-answers  computer-networks  tcp  2-marks
4.24.14,B;C;D,gatecse-2023  computer-networks  tcp  multiple-selects  2-marks
4.24.15,A;D,gatecse2024-set1  multiple-selects  computer-networks  tcp
4.24.16,4,gatecse2024-set2  numerical-answers  computer-networks  tcp
4.24.17,A,gateit-2004  computer-networks  tcp  normal
4.24.18,A,gateit-2004  computer-networks  tcp  normal
4.24.19,B,gateit-2007  computer-networks  tcp  normal
4.24.20,D,gateit-2007  computer-networks  tcp  normal
4.24.21,B,gateit-2008  computer-networks  tcp  normal
4.25.1,B,gatecse-2008  computer-networks  token-bucket
4.25.2,1.10:1.19,gatecse-2016-set1  computer-networks  token-bucket  normal  numerical-answers
4.26.1,B,gatecse-2005  computer-networks  tcp  udp  easy
4.26.2,C,gatecse-2013  computer-networks  tcp  udp  easy
4.26.3,B,gatecse-2017-set2  computer-networks  udp
4.26.4,D,gateit-2006  computer-networks  tcp  udp  normal
5.1.1,N/A,descriptive  gate1989  databases  b-tree
5.1.2,N/A,gate1994  databases  b-tree  normal  descriptive
5.1.3,N/A,gate1994  databases  b-tree  normal  descriptive
5.1.4,N/A,gate1997  databases  b-tree  normal  descriptive
5.1.5,B,gate1999  databases  b-tree  normal
5.1.6,N/A,gate1999  databases  b-tree  normal  descriptive
5.1.7,B,gatecse-2000  databases  b-tree  normal  ugcnetcse-june2012-paper2
5.1.8,N/A,gatecse-2000  databases  b-tree  normal  descriptive
5.1.9,N/A,gatecse-2001  databases  b-tree  normal  descriptive
5.1.10,N/A,gatecse-2002  databases  b-tree  normal  descriptive
5.1.11,C,gatecse-2002  databases  b-tree  normal  ugcnetcse-june2012-paper2
5.1.12,B,gatecse-2003  databases  b-tree  normal
5.1.13,C,gatecse-2004  databases  b-tree  normal
5.1.14,D,gatecse-2005  databases  b-tree  normal
5.1.15,A,gatecse-2007  databases  b-tree  normal  isro2016
5.1.16,C,gatecse-2008  databases  b-tree  normal
5.1.17,C,gatecse-2009  databases  b-tree  normal
5.1.18,B,gatecse-2010  databases  b-tree  easy
5.1.19,5,gatecse-2015-set2  databases  b-tree  normal  numerical-answers
5.1.20,50,gatecse-2015-set3  databases  b-tree  normal  numerical-answers
5.1.21,A,gatecse-2016-set2  databases  b-tree  normal
5.1.22,52,gatecse-2017-set2  databases  b-tree  numerical-answers  normal
5.1.23,B,gatecse-2019  databases  b-tree  1-mark
5.1.24,A,gatecse2024-set1  databases  b-tree
5.1.25,C,
5.1.26,A,gateit-2005  databases  b-tree  normal  isro2017
5.1.27,C,gateit-2006  databases  b-tree  normal
5.1.28,A,gateit-2007  databases  b-tree  normal
5.1.29,A,gateit-2007  databases  b-tree  normal
5.2.1,N/A,gate1994  databases  easy  database-normalization  candidate-key  descriptive
5.2.2,A,gatecse-2011  databases  normal  candidate-key
5.2.3,8,gatecse-2014-set2  databases  numerical-answers  easy  candidate-key
5.2.4,19,gatecse-2014-set2  databases  numerical-answers  easy  candidate-key
5.2.5,B,gatecse-2014-set3  databases  easy  candidate-key
5.3.1,D,gatecse-2014-set1  databases  transaction-and-concurrency  conflict-serializable  normal
5.3.2,C,gatecse-2014-set2  databases  transaction-and-concurrency  conflict-serializable  normal
5.3.3,A,gatecse-2014-set3  databases  transaction-and-concurrency  conflict-serializable  normal
5.3.4,54,gatecse-2017-set2  databases  transaction-and-concurrency  numerical-answers  conflict-serializable
5.3.5,B,gatecse-2021-set1  databases  transaction-and-concurrency  conflict-serializable  2-marks
5.3.6,B,gatecse-2021-set2  databases  transaction-and-concurrency  conflict-serializable  2-marks
5.3.7,A,gatecse-2022  databases  transaction-and-concurrency  conflict-serializable  2-marks
5.3.8,B;C;D,gatecse2024-set1  databases  conflict-serializable  multiple-selects
5.5.2,N/A,gate1988  normal  descriptive  databases  database-normalization
5.5.3,N/A,gate1988  easy  descriptive  databases  database-normalization
5.5.4,N/A,gate1988  normal  descriptive  databases  database-normalization
5.5.5,N/A,gate1988  normal  descriptive  databases  database-normalization
5.5.6,N/A,gate1990  match-the-following  database-normalization  databases
5.5.7,A;B;D,gate1990  normal  databases  database-normalization  multiple-selects
5.5.9,N/A,gate1995  databases  database-normalization  normal  descriptive
5.5.10,A,gate1997  databases  database-normalization  normal
5.5.11,D,gate1998  databases  database-normalization  easy
5.5.12,N/A,gate1998  databases  database-normalization  normal  descriptive
5.5.13,B,gate1999  databases  database-normalization  easy
5.5.14,D,gate1999  databases  database-normalization  normal  ugcnetjune2014iii
5.5.15,B,gatecse-2000  databases  database-normalization  easy
5.5.16,C,gatecse-2001  databases  database-normalization  normal
5.5.17,A,gatecse-2002  databases  database-normalization  normal
5.5.18,N/A,gatecse-2002  databases  database-normalization  normal  descriptive
5.5.19,C,gatecse-2002  databases  database-normalization  easy
5.5.20,C,gatecse-2002  databases  database-normalization
5.5.21,D,gatecse-2003  databases  database-normalization  normal
5.5.22,B,gatecse-2004  databases  database-normalization  normal
5.5.23,C,gatecse-2005  databases  database-normalization  easy  ugcnetcse-june2015-paper3
5.5.24,D,gatecse-2005  databases  database-normalization  easy
5.5.25,C,gatecse-2006  databases  database-normalization  normal
5.5.26,D,gatecse-2007  databases  database-normalization  normal  ugcnetcse-june2014-paper2
5.5.27,C,gatecse-2008  databases  database-normalization  normal
5.5.28,C,gatecse-2012  databases  easy  database-normalization
5.5.29,B,gatecse-2013  databases  database-normalization  normal
5.5.30,A,gatecse-2013  databases  database-normalization  normal
5.5.31,B,gatecse-2014-set1  databases  database-normalization  normal
5.5.32,A,gatecse-2014-set1  databases  database-normalization  normal
5.5.33,C,gatecse-2015-set3  databases  database-normalization  easy
5.5.34,B,gatecse-2016-set1  databases  database-normalization  easy
5.5.35,B,gatecse-2016-set1  databases  database-normalization  normal
5.5.36,A,gatecse-2017-set1  databases  database-normalization  normal
5.5.37,B,gatecse-2018  databases  database-normalization  normal  2-marks
5.5.38,C,gatecse-2019  databases  database-normalization  2-marks
5.5.39,A,gatecse-2020  databases  database-normalization  2-marks
5.5.40,A,gatecse-2021-set1  databases  database-normalization  2-marks
5.5.41,A;C;D,gatecse-2021-set2  multiple-selects  databases  database-normalization  2-marks
5.5.42,8,gatecse-2022  numerical-answers  databases  database-normalization  1-mark
5.5.43,A,gatecse-2022  databases  database-normalization  1-mark
5.5.44,A;C,gatecse2024-set1  multiple-selects  databases  database-normalization
5.5.45,B;C;D,gatecse2024-set1  multiple-selects  databases  database-normalization
5.5.46,50,gatecse2024-set2  numerical-answers  databases  database-normalization
5.5.47,A;B;D,gate-ds-ai-2024  databases  database-normalization  multiple-selects
5.5.49,B,gateit-2004  databases  database-normalization  normal
5.5.50,A,gateit-2005  databases  database-normalization  easy
5.5.51,B,gateit-2005  databases  database-normalization  normal
5.5.52,B,gateit-2006  databases  database-normalization  normal
5.5.53,A,gateit-2008  databases  database-normalization  normal
5.5.54,D,gateit-2008  databases  database-normalization  normal
5.5.55,A,gate1998  databases  ugcnetcse-june2012-paper3  database-normalization
5.6.1,B,gatecse-2005  databases  er-diagram  normal
5.6.2,B,gatecse-2008  databases  er-diagram  normal
5.6.3,A,
5.6.4,C,gatecse-2012  databases  normal  er-diagram
5.6.5,4,gatecse-2015-set1  databases  er-diagram  normal  numerical-answers
5.6.6,C,gatecse-2017-set2  databases  er-diagram  normal
5.6.7,A,gatecse-2018  databases  er-diagram  normal  1-mark
5.6.8,A,gatecse-2020  databases  er-diagram  1-mark
5.6.9,D,gatecse2024-set1  databases  er-diagram
5.6.10,A,
5.6.11,B,gateit-2004  databases  er-diagram  normal
5.6.12,C,gateit-2005  databases  er-diagram  easy
5.7.1,N/A,gate1989  normal  databases  indexing  descriptive
5.7.2,N/A,gate1990  databases  indexing  descriptive
5.7.3,3,gate1993  databases  indexing  normal  descriptive
5.7.4,C,gate1998  databases  indexing  normal
5.7.5,A,gatecse-2008  easy  databases  indexing  isro2016
5.7.6,C,gatecse-2008  databases  indexing  normal
5.7.7,C,gatecse-2011  databases  indexing  normal
5.7.8,C,gatecse-2013  databases  indexing  normal
5.7.9,C,gatecse-2015-set1  databases  indexing  easy
5.7.10,4,gatecse-2020  numerical-answers  databases  b-tree  indexing  2-marks
5.7.11,698 : 698,gatecse-2021-set2  numerical-answers  databases  indexing  1-mark
5.7.12,6,gatecse-2023  databases  file-system  indexing  numerical-answers  2-marks
5.7.13,A;B,gatecse2024-set2  databases  multiple-selects  indexing
5.8.1,A,gatecse-2004  databases  easy  joins  natural-join
5.8.2,A,gatecse-2012  databases  joins  normal
5.8.3,A,gatecse-2014-set2  databases  normal  joins
5.8.4,C,gateit-2005  databases  normal  joins
5.8.5,B,gateit-2005  databases  normal  joins
5.8.6,A,gateit-2006  databases  joins  natural-join  normal
5.8.7,A,gateit-2007  databases  joins  relational-algebra  normal
5.9.1,C,gateit-2007  databases  database-normalization  multivalued-dependency-4nf  normal
5.10.1,C,
5.10.2,A,gatecse-2010  databases  normal  natural-join  database-normalization
5.10.3,C,gatecse-2015-set2  databases  normal  natural-join
5.11.1,N/A,gate1997  databases  sql  descriptive  normal  relational-algebra  query
5.12.1,B,gate1997  databases  referential-integrity  easy  isro2016
5.12.2,C,gatecse-2005  databases  referential-integrity  normal
5.12.3,A,gatecse-2012  databases  relational-algebra  normal  referential-integrity
5.12.4,0.00,gatecse-2017-set2  databases  numerical-answers  referential-integrity  normal
5.12.5,D,gatecse-2021-set2  databases  referential-integrity  1-mark
5.13.1,N/A,gate1992  databases  relational-algebra  normal  descriptive
5.13.2,N/A,gate1994  databases  relational-algebra  sql  normal  descriptive
5.13.3,N/A,gate1994  databases  relational-algebra  normal  descriptive
5.13.4,N/A,gate1995  databases  relational-algebra  normal  descriptive
5.13.5,N/A,gate1996  databases  relational-algebra  descriptive
5.13.6,N/A,gate1997  databases  sql  relational-algebra  descriptive
5.13.7,D,gate1998  normal  relational-algebra
5.13.8,N/A,gate1998  databases  relational-algebra  normal  descriptive
5.13.9,B,gate1999  databases  relational-algebra  easy  isro2016
5.13.10,C,gatecse-2000  databases  relational-algebra  easy  isro2016
5.13.11,D,gatecse-2001  databases  relational-algebra  normal
5.13.12,C,gatecse-2001  databases  relational-algebra
5.13.13,N/A,gatecse-2002  databases  normal  descriptive  relational-algebra  sql
5.13.14,A,gatecse-2003  databases  relational-algebra  normal
5.13.15,D,gatecse-2004  databases  relational-algebra  normal
5.13.16,B,gatecse-2007  databases  relational-algebra  normal
5.13.17,D,gatecse-2008  databases  relational-algebra  normal
5.13.18,A,gatecse-2014-set3  databases  relational-algebra  easy
5.13.19,D,gatecse-2014-set3  databases  relational-algebra  normal
5.13.20,D,gatecse-2015-set1  databases  sql  relational-algebra  easy
5.13.21,4,gatecse-2017-set1  databases  relational-algebra  normal  numerical-answers
5.13.22,C,gatecse-2018  databases  relational-algebra  normal  2-marks
5.13.23,1,gatecse-2019  numerical-answers  databases  relational-algebra  2-marks
5.13.24,C,gatecse-2021-set1  databases  relational-algebra  2-marks
5.13.25,A;B,gatecse-2022  databases  relational-algebra  multiple-selects  1-mark
5.13.26,2,gatecse2024-set1  numerical-answers  databases  relational-algebra
5.13.27,B,gatecse2024-set2  databases  relational-algebra
5.13.28,C,gate-ds-ai-2024  relational-algebra  databases
5.13.29,B,gateit-2005  databases  sql  relational-algebra  normal
5.14.1,N/A,gate1993  databases  sql  relational-calculus  normal  descriptive
5.14.2,N/A,gate1993  databases  sql  relational-calculus  normal  descriptive
5.14.3,D,gate1998  databases  relational-calculus  normal
5.14.4,C,gate1999  databases  relational-calculus  normal
5.14.5,C,gatecse-2001  relational-calculus  normal  databases
5.14.6,C,gatecse-2002  databases  relational-calculus  normal
5.14.7,B,gatecse-2004  databases  relational-calculus  easy
5.14.8,C,gatecse-2007  databases  relational-calculus  normal
5.14.9,C,gatecse-2008  databases  relational-calculus  normal
5.14.10,A,gatecse-2009  databases  relational-calculus  difficult
5.14.11,A,gatecse-2013  databases  sql  relational-calculus  normal
5.14.12,D,gatecse-2017-set1  databases  relational-calculus  safe-query  normal
5.14.13,D,gateit-2006  databases  relational-algebra  relational-calculus  easy
5.14.14,D,gateit-2007  databases  relational-calculus  probability  normal
5.14.15,C,gateit-2008  databases  relational-calculus  normal
5.15.1,A,gatecse-2023  databases  relational-model  1-mark  easy
5.16.1,N/A,gate1988  normal  descriptive  databases  sql
5.16.2,N/A,gate1988  normal  descriptive  databases  sql
5.16.3,N/A,gate1990  descriptive  databases  sql
5.16.4,N/A,sql  gate1991  normal  databases  descriptive
5.16.5,N/A,gate1991  databases  sql  normal  descriptive
5.16.6,N/A,gate1998  databases  sql  descriptive
5.16.7,D,gate1999  databases  sql  easy
5.16.8,N/A,gate1999  databases  sql  easy  descriptive
5.16.9,N/A,gate1999  databases  sql  descriptive  easy
5.16.10,A,gatecse-2000  databases  sql
5.16.11,C,gatecse-2000  databases  sql  normal
5.16.12,N/A,gatecse-2000  databases  sql  normal  descriptive
5.16.13,C,gatecse-2001  databases  sql  normal
5.16.14,N/A,gatecse-2001  databases  sql  normal  descriptive
5.16.15,N/A,gatecse-2001  databases  sql  normal  descriptive
5.16.16,N/A,gatecse-2001  databases  sql  normal  descriptive
5.16.17,C,gatecse-2003  databases  sql  easy
5.16.18,D,gatecse-2004  databases  sql  normal
5.16.19,D,gatecse-2005  databases  sql  easy  isro2016
5.16.20,C,gatecse-2006  databases  sql  normal
5.16.21,B,gatecse-2006  databases  sql  normal
5.16.22,C,gatecse-2006  databases  sql  normal
5.16.23,A,gatecse-2007  databases  sql  normal  verbal-aptitude
5.16.24,X,gatecse-2009  databases  sql  normal
5.16.25,A,gatecse-2009  databases  sql  database-normalization  normal
5.16.26,C,gatecse-2010  databases  sql  normal
5.16.27,A,gatecse-2011  databases  sql  normal
5.16.28,C,gatecse-2011  databases  sql  normal
5.16.29,C,gatecse-2012  databases  easy  sql  ambiguous
5.16.30,B,gatecse-2012  databases  sql  normal
5.16.31,D,gatecse-2014-set1  databases  normal  sql
5.16.32,B,gatecse-2014-set1  databases  sql  normal
5.16.33,C,gatecse-2014-set2  databases  sql  normal
5.16.34,D,gatecse-2014-set3  databases  sql  easy
5.16.35,2,gatecse-2015-set1  databases  sql  normal  numerical-answers
5.16.36,A,gatecse-2015-set3  databases  sql  normal
5.16.37,2,gatecse-2016-set2  databases  sql  normal  numerical-answers
5.16.38,2.6,gatecse-2017-set1  databases  sql  numerical-answers
5.16.39,7,gatecse-2017-set2  databases  sql  numerical-answers
5.16.40,D,
5.16.41,5,gatecse-2019  numerical-answers  databases  sql  2-marks
5.16.42,A,gatecse-2020  databases  sql  1-mark
5.16.44,B,gatecse-2021-set2  databases  sql  easy  2-marks
5.16.45,2,gatecse-2022  numerical-answers  databases  sql  2-marks
5.16.46,2,gatecse-2023  databases  sql  numerical-answers  2-marks  easy
5.16.47,3,gate-ds-ai-2024  numerical-answers  databases  sql
5.16.48,A;B,gate-ds-ai-2024  sql  databases
5.16.49,D,gateit-2004  databases  sql  normal
5.16.50,C,gateit-2004  databases  sql  normal
5.16.51,C,gateit-2004  databases  sql  normal
5.16.52,D,gateit-2005  databases  sql  normal
5.16.53,A,gateit-2006  databases  sql  normal
5.16.54,B,gateit-2006  databases  sql  normal
5.16.55,D,gateit-2008  databases  sql  normal
5.17.1,D,gate1999  databases  transaction-and-concurrency  normal
5.17.2,D,gatecse-2003  databases  transaction-and-concurrency  easy  isro2009
5.17.3,D,gatecse-2003  databases  transaction-and-concurrency  normal
5.17.4,B,gatecse-2006  databases  transaction-and-concurrency  normal  isro2015
5.17.5,C,gatecse-2007  databases  transaction-and-concurrency  normal
5.17.6,B,gatecse-2009  databases  transaction-and-concurrency  normal
5.17.7,B,gatecse-2010  databases  transaction-and-concurrency  normal
5.17.8,A,gatecse-2010  databases  transaction-and-concurrency  normal
5.17.9,B,gatecse-2012  databases  transaction-and-concurrency  normal
5.17.10,B,gatecse-2015-set2  databases  transaction-and-concurrency  easy
5.17.11,A,gatecse-2015-set2  databases  transaction-and-concurrency  normal
5.17.12,B,gatecse-2015-set3  databases  transaction-and-concurrency  normal
5.17.13,D,gatecse-2016-set1  databases  transaction-and-concurrency  easy
5.17.14,A,gatecse-2016-set1  databases  transaction-and-concurrency  normal
5.17.15,A,gatecse-2016-set2  databases  transaction-and-concurrency  normal
5.17.16,C,gatecse-2016-set2  databases  transaction-and-concurrency  normal
5.17.17,A,gatecse-2017-set1  databases  timestamp-ordering  normal  transaction-and-concurrency
5.17.18,C,
5.17.19,A,gatecse-2020  databases  transaction-and-concurrency  2-marks
5.17.20,A,gatecse-2021-set1  multiple-selects  databases  transaction-and-concurrency  1-mark
5.17.21,A;C;D,gatecse2024-set2  databases  two-phase-locking-protocol  multiple-selects  transaction-and-concurrency
5.17.22,A,gatecse2024-set2  databases  transaction-and-concurrency
5.17.23,C,gateit-2004  databases  normal  transaction-and-concurrency
5.17.24,X,gateit-2004  databases  transaction-and-concurrency  normal
5.17.25,D,gateit-2005  databases  transaction-and-concurrency  easy
5.17.26,D,gateit-2005  databases  transaction-and-concurrency  normal
5.17.27,C,gateit-2007  databases  transaction-and-concurrency  normal
5.17.28,D,
6.1.1,N/A,gate1988  digital-logic  descriptive  adder
6.1.2,N/A,gate1990  digital-logic  adder  fill-in-the-blanks
6.1.3,B,gate1997  digital-logic  normal  adder
6.1.4,B,
6.1.5,A,gatecse-2003  digital-logic  normal  adder
6.1.6,B,gatecse-2004  digital-logic  normal  adder
6.1.7,19.2,gatecse-2015-set2  digital-logic  adder  normal  numerical-answers
